condition,inputs,target,context distance,results,coded response,ce loss
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-9.97822379e-01, -3.86152707e-15, -9.15204140e-15,  5.48573006e-13,
       -3.80474348e-12, -6.70254732e-11,  3.04600459e-10,  4.29765740e-09,
        1.29472820e-08, -2.48719139e-07, -9.26377410e-07, -1.64084931e-06,
        8.77634185e-06,  9.98437869e-06,  2.31609761e-05,  5.28769849e-05,
        6.71538476e-05, -7.55364502e-04, -1.55885883e-03, -1.37082582e-02,
       -1.61068802e-02, -1.41006253e-01, -3.94159619e-01, -9.07912482e-01,
        3.44284452e-15]), array([-9.72748144e-01, -2.34678784e-09, -4.28734623e-09, -2.16584781e-08,
       -1.42598868e-07, -3.86726040e-07, -4.95822859e-06, -1.27350414e-05,
       -1.90998628e-05, -9.38715421e-05, -1.53429728e-04, -1.66216054e-04,
       -2.82983467e-03, -1.69621018e-03, -3.05361916e-03, -4.65531163e-03,
       -3.95010326e-03, -4.12250294e-02, -4.46386112e-02, -1.34989279e-01,
       -9.32942718e-02, -3.63151229e-01, -5.33540666e-01, -7.43491736e-01,
        3.89156781e-09]))","[0, 1]",0.030532972847613804,"[array([ 3.60058086, 12.06900774])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0002
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-8.93369895e-01,  4.15671012e-16,  3.81825176e-15, -8.62588544e-15,
        1.56395354e-14, -5.12052213e-14,  7.66490420e-14, -2.76560645e-13,
        3.70272418e-12, -7.59557311e-12,  6.11829474e-11,  4.75993267e-10,
       -6.81983219e-10, -2.41521954e-09, -2.02647110e-08, -2.96906673e-07,
       -8.88813211e-07,  1.64458137e-06,  3.50417796e-05, -1.24789621e-04,
       -4.06016124e-04,  1.66485850e-03, -3.24685056e-02, -9.99471282e-01,
       -1.41514985e-16]), array([-9.64828470e-01, -3.70372341e-15, -1.31818860e-14,  6.22330803e-14,
       -1.78412195e-13,  1.31858030e-12, -3.00770155e-12,  2.56498879e-11,
        2.12182629e-10, -8.20642761e-10, -1.35124501e-08, -3.96515479e-08,
        9.55446046e-08,  1.77053106e-07,  6.09041703e-07,  2.33446451e-06,
        4.19867948e-06, -1.47231463e-05, -5.97153172e-05,  8.30649666e-04,
        1.49244238e-03, -3.37353739e-02, -2.27940889e-01, -9.73088873e-01,
        2.16083752e-15]))","[1, 0]",0.011512959400501566,"[array([13.46331282,  0.43303924])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-8.93369895e-01,  4.15671012e-16,  3.81825176e-15, -8.62588544e-15,
        1.56395354e-14, -5.12052213e-14,  7.66490420e-14, -2.76560645e-13,
        3.70272418e-12, -7.59557311e-12,  6.11829474e-11,  4.75993267e-10,
       -6.81983219e-10, -2.41521954e-09, -2.02647110e-08, -2.96906673e-07,
       -8.88813211e-07,  1.64458137e-06,  3.50417796e-05, -1.24789621e-04,
       -4.06016124e-04,  1.66485850e-03, -3.24685056e-02, -9.99471282e-01,
       -1.41514985e-16]), array([-9.33764114e-01,  5.55467824e-16,  2.80276890e-15, -8.68034804e-15,
        1.92577067e-14, -8.60997398e-14,  1.56023231e-13, -7.75062261e-13,
       -3.73839846e-11,  1.00927869e-10, -2.88241941e-09, -1.23726791e-08,
        2.25389251e-08,  5.60479997e-08,  2.69188868e-07,  1.62167339e-06,
        3.65316234e-06, -9.01938619e-06, -6.35921267e-05,  3.65814881e-04,
        8.56832464e-04, -6.15325464e-03, -1.31985497e-01, -9.91232109e-01,
       -2.53500723e-16]))","[1, 0]",0.0029771405658955974,"[array([13.46166261,  0.43099802])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-8.93369895e-01,  4.15671012e-16,  3.81825176e-15, -8.62588544e-15,
        1.56395354e-14, -5.12052213e-14,  7.66490420e-14, -2.76560645e-13,
        3.70272418e-12, -7.59557311e-12,  6.11829474e-11,  4.75993267e-10,
       -6.81983219e-10, -2.41521954e-09, -2.02647110e-08, -2.96906673e-07,
       -8.88813211e-07,  1.64458137e-06,  3.50417796e-05, -1.24789621e-04,
       -4.06016124e-04,  1.66485850e-03, -3.24685056e-02, -9.99471282e-01,
       -1.41514985e-16]), array([-9.64828470e-01, -3.70372341e-15, -1.31818860e-14,  6.22330803e-14,
       -1.78412195e-13,  1.31858030e-12, -3.00770155e-12,  2.56498879e-11,
        2.12182629e-10, -8.20642761e-10, -1.35124501e-08, -3.96515479e-08,
        9.55446046e-08,  1.77053106e-07,  6.09041703e-07,  2.33446451e-06,
        4.19867948e-06, -1.47231463e-05, -5.97153172e-05,  8.30649666e-04,
        1.49244238e-03, -3.37353739e-02, -2.27940889e-01, -9.73088873e-01,
        2.16083752e-15]))","[0, 1]",0.011512959400501566,"[array([ 1.65167672, 14.99868661])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0000
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-8.93369895e-01,  4.15671012e-16,  3.81825176e-15, -8.62588544e-15,
        1.56395354e-14, -5.12052213e-14,  7.66490420e-14, -2.76560645e-13,
        3.70272418e-12, -7.59557311e-12,  6.11829474e-11,  4.75993267e-10,
       -6.81983219e-10, -2.41521954e-09, -2.02647110e-08, -2.96906673e-07,
       -8.88813211e-07,  1.64458137e-06,  3.50417796e-05, -1.24789621e-04,
       -4.06016124e-04,  1.66485850e-03, -3.24685056e-02, -9.99471282e-01,
       -1.41514985e-16]), array([-9.33764114e-01,  5.55467824e-16,  2.80276890e-15, -8.68034804e-15,
        1.92577067e-14, -8.60997398e-14,  1.56023231e-13, -7.75062261e-13,
       -3.73839846e-11,  1.00927869e-10, -2.88241941e-09, -1.23726791e-08,
        2.25389251e-08,  5.60479997e-08,  2.69188868e-07,  1.62167339e-06,
        3.65316234e-06, -9.01938619e-06, -6.35921267e-05,  3.65814881e-04,
        8.56832464e-04, -6.15325464e-03, -1.31985497e-01, -9.91232109e-01,
       -2.53500723e-16]))","[0, 1]",0.0029771405658955974,"[array([ 1.65009543, 14.99661135])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0000
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-6.47873947e-01, -1.70712337e-09,  5.83105600e-09, -5.67994138e-09,
        6.03408678e-09, -1.11933687e-08,  9.39713248e-09, -2.00627418e-08,
        5.17637084e-08, -5.07379034e-08,  1.29744738e-07, -5.43666087e-07,
        3.51812641e-07, -9.83246253e-06,  3.49852166e-05, -1.05660694e-04,
        1.45023567e-03, -1.11211850e-03,  5.07843721e-03, -6.75640450e-03,
        9.48187333e-02, -1.25084640e-01,  3.23047784e-01, -9.33235543e-01,
       -1.22883135e-10]), array([-7.86295481e-01,  2.46227310e-13, -2.89648809e-12,  4.07932324e-12,
       -5.45064128e-12,  1.22742116e-11, -1.34570207e-11,  3.37449778e-11,
       -1.36473284e-10,  1.84876258e-10, -6.64579435e-10,  9.90793133e-09,
       -9.39400375e-09, -1.02596223e-07,  1.38536148e-06, -1.05184346e-05,
       -8.57496095e-05,  9.89075218e-05, -8.92932972e-04,  1.75871808e-03,
        1.80564610e-02, -3.75436098e-02,  1.61396739e-01, -9.86007924e-01,
       -3.17257421e-14]))","[1, 0]",0.018225663541359682,"[array([15.42889952,  1.78468107])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-6.47873947e-01, -1.70712337e-09,  5.83105600e-09, -5.67994138e-09,
        6.03408678e-09, -1.11933687e-08,  9.39713248e-09, -2.00627418e-08,
        5.17637084e-08, -5.07379034e-08,  1.29744738e-07, -5.43666087e-07,
        3.51812641e-07, -9.83246253e-06,  3.49852166e-05, -1.05660694e-04,
        1.45023567e-03, -1.11211850e-03,  5.07843721e-03, -6.75640450e-03,
        9.48187333e-02, -1.25084640e-01,  3.23047784e-01, -9.33235543e-01,
       -1.22883135e-10]), array([-8.44049419e-01, -5.93699215e-17, -4.20387676e-15,  7.35728564e-15,
       -1.13050604e-14,  2.98006593e-14, -3.78358710e-14,  1.10152673e-13,
       -6.70075762e-13,  1.09872113e-12, -5.34397792e-12, -1.89287936e-10,
        2.18861435e-10,  1.22241630e-09,  4.93947659e-08, -1.57734561e-06,
       -6.95571318e-06,  1.00326094e-05, -2.67218476e-04,  6.81309015e-04,
        3.45023371e-03, -9.64374210e-03,  6.66426559e-02, -9.97724067e-01,
        1.37847270e-17]))","[1, 0]",0.03734055998243768,"[array([15.12492443,  1.41388295])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-6.47873947e-01, -1.70712337e-09,  5.83105600e-09, -5.67994138e-09,
        6.03408678e-09, -1.11933687e-08,  9.39713248e-09, -2.00627418e-08,
        5.17637084e-08, -5.07379034e-08,  1.29744738e-07, -5.43666087e-07,
        3.51812641e-07, -9.83246253e-06,  3.49852166e-05, -1.05660694e-04,
        1.45023567e-03, -1.11211850e-03,  5.07843721e-03, -6.75640450e-03,
        9.48187333e-02, -1.25084640e-01,  3.23047784e-01, -9.33235543e-01,
       -1.22883135e-10]), array([-7.86295481e-01,  2.46227310e-13, -2.89648809e-12,  4.07932324e-12,
       -5.45064128e-12,  1.22742116e-11, -1.34570207e-11,  3.37449778e-11,
       -1.36473284e-10,  1.84876258e-10, -6.64579435e-10,  9.90793133e-09,
       -9.39400375e-09, -1.02596223e-07,  1.38536148e-06, -1.05184346e-05,
       -8.57496095e-05,  9.89075218e-05, -8.92932972e-04,  1.75871808e-03,
        1.80564610e-02, -3.75436098e-02,  1.61396739e-01, -9.86007924e-01,
       -3.17257421e-14]))","[0, 1]",0.018225663541359682,"[array([ 8.09275492, 12.21774338])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0160
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-6.47873947e-01, -1.70712337e-09,  5.83105600e-09, -5.67994138e-09,
        6.03408678e-09, -1.11933687e-08,  9.39713248e-09, -2.00627418e-08,
        5.17637084e-08, -5.07379034e-08,  1.29744738e-07, -5.43666087e-07,
        3.51812641e-07, -9.83246253e-06,  3.49852166e-05, -1.05660694e-04,
        1.45023567e-03, -1.11211850e-03,  5.07843721e-03, -6.75640450e-03,
        9.48187333e-02, -1.25084640e-01,  3.23047784e-01, -9.33235543e-01,
       -1.22883135e-10]), array([-8.44049419e-01, -5.93699215e-17, -4.20387676e-15,  7.35728564e-15,
       -1.13050604e-14,  2.98006593e-14, -3.78358710e-14,  1.10152673e-13,
       -6.70075762e-13,  1.09872113e-12, -5.34397792e-12, -1.89287936e-10,
        2.18861435e-10,  1.22241630e-09,  4.93947659e-08, -1.57734561e-06,
       -6.95571318e-06,  1.00326094e-05, -2.67218476e-04,  6.81309015e-04,
        3.45023371e-03, -9.64374210e-03,  6.66426559e-02, -9.97724067e-01,
        1.37847270e-17]))","[0, 1]",0.03734055998243768,"[array([ 7.62021345, 12.00844233])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0123
MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.20336164, -0.00807253,  0.0095979 , -0.00348988,  0.00179791,
       -0.00481008,  0.00080476, -0.0053427 ,  0.01067701, -0.00419767,
        0.01156772, -0.02341397,  0.00187981, -0.05129334,  0.06216069,
       -0.07933068,  0.18089832, -0.0332314 ,  0.19337453, -0.12217545,
        0.47133479, -0.25359204,  0.44186193, -0.64675037, -0.00519543]), array([-4.83623724e-01, -1.39305547e-05,  2.74090100e-05, -1.90700241e-05,
        1.65814906e-05, -2.90384907e-05,  1.82557912e-05, -3.94913893e-05,
        8.16333054e-05, -5.94908890e-05,  1.32763174e-04, -3.52223674e-04,
        1.47657010e-04, -1.53937049e-03,  3.10696196e-03, -5.94362645e-03,
        2.42579530e-02, -1.22682868e-02,  4.61513957e-02, -4.51795268e-02,
        2.35128798e-01, -2.15348414e-01,  4.26963486e-01, -8.43258005e-01,
       -3.88328372e-06]))","[1, 0]",0.10209194844159397,"[array([19.27690276,  5.34593339])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.20336164, -0.00807253,  0.0095979 , -0.00348988,  0.00179791,
       -0.00481008,  0.00080476, -0.0053427 ,  0.01067701, -0.00419767,
        0.01156772, -0.02341397,  0.00187981, -0.05129334,  0.06216069,
       -0.07933068,  0.18089832, -0.0332314 ,  0.19337453, -0.12217545,
        0.47133479, -0.25359204,  0.44186193, -0.64675037, -0.00519543]), array([-3.93825825e-01, -2.03715823e-04,  3.29773962e-04, -1.91933781e-04,
        1.49443632e-04, -2.70950077e-04,  1.39516700e-04, -3.35457649e-04,
        6.57680824e-04, -4.08174291e-04,  9.10290677e-04, -2.11691663e-03,
        6.62635404e-04, -6.75759087e-03,  1.11842938e-02, -1.82235104e-02,
        5.70331653e-02, -2.25831482e-02,  8.66932948e-02, -7.37477547e-02,
        3.18436672e-01, -2.45980033e-01,  4.51704809e-01, -7.85383866e-01,
       -7.94497716e-05]))","[1, 0]",0.05219801305580063,"[array([19.57974888,  5.66175418])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-0.20336164, -0.00807253,  0.0095979 , -0.00348988,  0.00179791,
       -0.00481008,  0.00080476, -0.0053427 ,  0.01067701, -0.00419767,
        0.01156772, -0.02341397,  0.00187981, -0.05129334,  0.06216069,
       -0.07933068,  0.18089832, -0.0332314 ,  0.19337453, -0.12217545,
        0.47133479, -0.25359204,  0.44186193, -0.64675037, -0.00519543]), array([-4.83623724e-01, -1.39305547e-05,  2.74090100e-05, -1.90700241e-05,
        1.65814906e-05, -2.90384907e-05,  1.82557912e-05, -3.94913893e-05,
        8.16333054e-05, -5.94908890e-05,  1.32763174e-04, -3.52223674e-04,
        1.47657010e-04, -1.53937049e-03,  3.10696196e-03, -5.94362645e-03,
        2.42579530e-02, -1.22682868e-02,  4.61513957e-02, -4.51795268e-02,
        2.35128798e-01, -2.15348414e-01,  4.26963486e-01, -8.43258005e-01,
       -3.88328372e-06]))","[0, 1]",0.10209194844159397,"[array([ 9.00478979, 17.47942964])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0002
NO_MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-0.20336164, -0.00807253,  0.0095979 , -0.00348988,  0.00179791,
       -0.00481008,  0.00080476, -0.0053427 ,  0.01067701, -0.00419767,
        0.01156772, -0.02341397,  0.00187981, -0.05129334,  0.06216069,
       -0.07933068,  0.18089832, -0.0332314 ,  0.19337453, -0.12217545,
        0.47133479, -0.25359204,  0.44186193, -0.64675037, -0.00519543]), array([-3.93825825e-01, -2.03715823e-04,  3.29773962e-04, -1.91933781e-04,
        1.49443632e-04, -2.70950077e-04,  1.39516700e-04, -3.35457649e-04,
        6.57680824e-04, -4.08174291e-04,  9.10290677e-04, -2.11691663e-03,
        6.62635404e-04, -6.75759087e-03,  1.11842938e-02, -1.82235104e-02,
        5.70331653e-02, -2.25831482e-02,  8.66932948e-02, -7.37477547e-02,
        3.18436672e-01, -2.45980033e-01,  4.51704809e-01, -7.85383866e-01,
       -7.94497716e-05]))","[0, 1]",0.05219801305580063,"[array([ 9.67195653, 17.43102559])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0004
MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([ 0.29094068, -0.16869736,  0.10340382,  0.09317604, -0.14807432,
        0.0706556 , -0.19755216,  0.07236177,  0.04279953,  0.13587931,
        0.01623776, -0.14999977, -0.24062624, -0.30939854,  0.19579183,
       -0.16376952,  0.37173437,  0.28377422,  0.19065429,  0.08871595,
        0.44755926,  0.07755414,  0.11521976, -0.20191815, -0.30957965]), array([-0.00479007, -0.06709263,  0.06205051, -0.00580472, -0.0081598 ,
       -0.01452324, -0.01673505, -0.01657567,  0.04800981, -0.00200902,
        0.04353032, -0.09094926, -0.02311189, -0.16868709,  0.15907042,
       -0.16960968,  0.33584119,  0.02225926,  0.27294727, -0.1085426 ,
        0.54936239, -0.17485191,  0.35552556, -0.48233297, -0.06529999]))","[1, 0]",0.3131414966395366,"[array([19.11242568,  5.71324679])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([ 0.29094068, -0.16869736,  0.10340382,  0.09317604, -0.14807432,
        0.0706556 , -0.19755216,  0.07236177,  0.04279953,  0.13587931,
        0.01623776, -0.14999977, -0.24062624, -0.30939854,  0.19579183,
       -0.16376952,  0.37173437,  0.28377422,  0.19065429,  0.08871595,
        0.44755926,  0.07755414,  0.11521976, -0.20191815, -0.30957965]), array([ 0.09506613, -0.12114381,  0.09929386,  0.01030331, -0.03711424,
       -0.00607725, -0.0543686 , -0.0096556 ,  0.06715211,  0.01963914,
        0.05565737, -0.13137151, -0.067798  , -0.23941372,  0.20042873,
       -0.19791959,  0.38698886,  0.08973767,  0.27668082, -0.06509896,
        0.54529   , -0.10474246,  0.28750707, -0.39247045, -0.14413748]))","[1, 0]",0.16662221076021289,"[array([19.70616665,  5.72908512])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 0.29094068, -0.16869736,  0.10340382,  0.09317604, -0.14807432,
        0.0706556 , -0.19755216,  0.07236177,  0.04279953,  0.13587931,
        0.01623776, -0.14999977, -0.24062624, -0.30939854,  0.19579183,
       -0.16376952,  0.37173437,  0.28377422,  0.19065429,  0.08871595,
        0.44755926,  0.07755414,  0.11521976, -0.20191815, -0.30957965]), array([-0.00479007, -0.06709263,  0.06205051, -0.00580472, -0.0081598 ,
       -0.01452324, -0.01673505, -0.01657567,  0.04800981, -0.00200902,
        0.04353032, -0.09094926, -0.02311189, -0.16868709,  0.15907042,
       -0.16960968,  0.33584119,  0.02225926,  0.27294727, -0.1085426 ,
        0.54936239, -0.17485191,  0.35552556, -0.48233297, -0.06529999]))","[0, 1]",0.3131414966395366,"[array([ 0.06293996, 22.53176769])]","('non-match', 'NO_MATCH_NO_FOIL')",-0.0000
NO_MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 0.29094068, -0.16869736,  0.10340382,  0.09317604, -0.14807432,
        0.0706556 , -0.19755216,  0.07236177,  0.04279953,  0.13587931,
        0.01623776, -0.14999977, -0.24062624, -0.30939854,  0.19579183,
       -0.16376952,  0.37173437,  0.28377422,  0.19065429,  0.08871595,
        0.44755926,  0.07755414,  0.11521976, -0.20191815, -0.30957965]), array([ 0.09506613, -0.12114381,  0.09929386,  0.01030331, -0.03711424,
       -0.00607725, -0.0543686 , -0.0096556 ,  0.06715211,  0.01963914,
        0.05565737, -0.13137151, -0.067798  , -0.23941372,  0.20042873,
       -0.19791959,  0.38698886,  0.08973767,  0.27668082, -0.06509896,
        0.54529   , -0.10474246,  0.28750707, -0.39247045, -0.14413748]))","[0, 1]",0.16662221076021289,"[array([ 0.614093  , 22.57883202])]","('non-match', 'NO_MATCH_WITH_FOIL')",-0.0000
MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([ 7.14010584e-01,  2.18418467e-05, -4.48363782e-03,  1.95403383e-02,
       -3.42070244e-02,  3.55238610e-02, -7.91552506e-02,  7.52277272e-02,
       -5.32487511e-02,  1.33855495e-01, -9.54649319e-02,  4.30607278e-02,
       -2.98082222e-01, -1.20536885e-03, -7.61387945e-02,  1.00295885e-01,
       -2.37504889e-03,  4.40776293e-01, -1.66091659e-01,  4.21104759e-01,
       -1.49642816e-02,  4.86158783e-01, -3.56565421e-01,  2.92350679e-01,
       -2.05607601e-02]), array([ 0.47521635, -0.07298281,  0.02118845,  0.11964413, -0.17785267,
        0.12807458, -0.26578292,  0.16451753, -0.05104012,  0.24910632,
       -0.08997997, -0.05437458, -0.40829523, -0.21323317,  0.06891641,
       -0.02833558,  0.21727822,  0.45699963,  0.02175408,  0.27499223,
        0.26456341,  0.2752547 , -0.08199142, -0.00331601, -0.23682439]))","[1, 0]",0.2517942810446836,"[array([21.26768323,  6.14747501])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([ 7.14010584e-01,  2.18418467e-05, -4.48363782e-03,  1.95403383e-02,
       -3.42070244e-02,  3.55238610e-02, -7.91552506e-02,  7.52277272e-02,
       -5.32487511e-02,  1.33855495e-01, -9.54649319e-02,  4.30607278e-02,
       -2.98082222e-01, -1.20536885e-03, -7.61387945e-02,  1.00295885e-01,
       -2.37504889e-03,  4.40776293e-01, -1.66091659e-01,  4.21104759e-01,
       -1.49642816e-02,  4.86158783e-01, -3.56565421e-01,  2.92350679e-01,
       -2.05607601e-02]), array([ 0.38500192, -0.12976484,  0.06261877,  0.1234386 , -0.18478764,
        0.11322449, -0.25623632,  0.12952508, -0.00404272,  0.20610653,
       -0.03665341, -0.11167125, -0.33911142, -0.28025268,  0.14195882,
       -0.102223  ,  0.30559055,  0.38190819,  0.1107525 ,  0.18351035,
        0.36278973,  0.17787376,  0.0178195 , -0.10313231, -0.30783402]))","[1, 0]",0.4671304064870109,"[array([20.33168003,  6.58807129])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([ 7.14010584e-01,  2.18418467e-05, -4.48363782e-03,  1.95403383e-02,
       -3.42070244e-02,  3.55238610e-02, -7.91552506e-02,  7.52277272e-02,
       -5.32487511e-02,  1.33855495e-01, -9.54649319e-02,  4.30607278e-02,
       -2.98082222e-01, -1.20536885e-03, -7.61387945e-02,  1.00295885e-01,
       -2.37504889e-03,  4.40776293e-01, -1.66091659e-01,  4.21104759e-01,
       -1.49642816e-02,  4.86158783e-01, -3.56565421e-01,  2.92350679e-01,
       -2.05607601e-02]), array([ 0.47521635, -0.07298281,  0.02118845,  0.11964413, -0.17785267,
        0.12807458, -0.26578292,  0.16451753, -0.05104012,  0.24910632,
       -0.08997997, -0.05437458, -0.40829523, -0.21323317,  0.06891641,
       -0.02833558,  0.21727822,  0.45699963,  0.02175408,  0.27499223,
        0.26456341,  0.2752547 , -0.08199142, -0.00331601, -0.23682439]))","[0, 1]",0.2517942810446836,"[array([22.77372391,  4.19631444])]","('match', 'NO_MATCH_NO_FOIL')",18.5774
NO_MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([ 7.14010584e-01,  2.18418467e-05, -4.48363782e-03,  1.95403383e-02,
       -3.42070244e-02,  3.55238610e-02, -7.91552506e-02,  7.52277272e-02,
       -5.32487511e-02,  1.33855495e-01, -9.54649319e-02,  4.30607278e-02,
       -2.98082222e-01, -1.20536885e-03, -7.61387945e-02,  1.00295885e-01,
       -2.37504889e-03,  4.40776293e-01, -1.66091659e-01,  4.21104759e-01,
       -1.49642816e-02,  4.86158783e-01, -3.56565421e-01,  2.92350679e-01,
       -2.05607601e-02]), array([ 0.38500192, -0.12976484,  0.06261877,  0.1234386 , -0.18478764,
        0.11322449, -0.25623632,  0.12952508, -0.00404272,  0.20610653,
       -0.03665341, -0.11167125, -0.33911142, -0.28025268,  0.14195882,
       -0.102223  ,  0.30559055,  0.38190819,  0.1107525 ,  0.18351035,
        0.36278973,  0.17787376,  0.0178195 , -0.10313231, -0.30783402]))","[0, 1]",0.4671304064870109,"[array([22.46934951,  4.06666664])]","('match', 'NO_MATCH_WITH_FOIL')",18.4027
MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 9.62265792e-01,  2.34688542e-08, -4.23954810e-08,  1.93621533e-07,
       -1.01554823e-06,  2.45769810e-06, -2.12846167e-05,  4.88138786e-05,
       -6.82954416e-05,  2.93794295e-04, -4.43647540e-04,  4.54243375e-04,
       -5.46378492e-03,  2.98626260e-03, -5.31870091e-03,  7.82012811e-03,
       -6.28799558e-03,  5.70486568e-02, -5.73276260e-02,  1.62271955e-01,
       -1.04114961e-01,  3.91814099e-01, -5.39736490e-01,  7.15041863e-01,
       -4.28511925e-08]), array([ 8.38873243e-01,  1.50285060e-04, -3.31285846e-04,  1.14580187e-03,
       -2.59151882e-03,  3.51079180e-03, -1.01420308e-02,  1.28443011e-02,
       -1.18264968e-02,  3.11409341e-02, -2.94166499e-02,  2.01256795e-02,
       -1.13146674e-01,  2.47902580e-02, -5.41880355e-02,  6.84214436e-02,
       -3.21879718e-02,  2.72449921e-01, -1.61880343e-01,  3.66727820e-01,
       -1.14035733e-01,  5.16385836e-01, -4.83336362e-01,  4.76512833e-01,
       -7.37355696e-04]))","[1, 0]",0.05648748309711504,"[array([20.6614652 ,  6.03735451])]","('match', 'MATCH_NO_FOIL')",0.0000
